,park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,lat,lon
955,LA FOLLETTE (ROBERT),La Follette #1 - Middle,"playlot south of hirsch, east of laramie",1333 N LARAMIE AVE,2,5/15/17,,,,,,,,,0.304,,,41.9049685,-87.7550562
956,LA FOLLETTE (ROBERT),La Follette #1 - Low,"playlot south of hirsch, east of laramie",1333 N LARAMIE AVE,2,5/15/17,,,,,,,,,0.12,,,41.9049685,-87.7550562
957,LA FOLLETTE (ROBERT),La Follette #2,"north of comfort station, west of lavergne",1333 N LARAMIE AVE,2,5/15/17,,,,,,,,,9.8,,,41.9049685,-87.7550562
958,LA FOLLETTE (ROBERT),La Follette #3,"south of fieldhouse, east of laramie",1333 N LARAMIE AVE,4.54,4/10/17,2,5/15/17,,,,,,,7.16,,,41.9049685,-87.7550562
959,LA FOLLETTE (ROBERT),La Follette #4,"north of patomac, south of football field on path",1333 N LARAMIE AVE,3.77,4/10/17,2.01,5/15/17,,,,,,,8.72,,,41.9049685,-87.7550562
960,LA FOLLETTE (ROBERT),La Follette #5 - High,pool deck,1333 N LARAMIE AVE,2,5/30/17,,,,,,,,,0.554,,,41.9049685,-87.7550562
961,LA FOLLETTE (ROBERT),La Follette #5 - Low,pool deck,1333 N LARAMIE AVE,2,5/30/17,,,,,,,,,0.52,,,41.9049685,-87.7550562
962,LA FOLLETTE (ROBERT),La Follette  #6,"near hirsch and lawler, on path",1333 N LARAMIE AVE,2,5/15/17,,,,,,,,,,,,41.9049685,-87.7550562
963,LA VILLITA,La Villita  #1 - High,"in playground area, north side of park",2800 S SACRAMENTO,2,4/13/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
964,LA VILLITA,La Villita  #1 - Middle,"in playground area, north side of park",2800 S SACRAMENTO,2,4/13/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
965,LA VILLITA,La Villita  #1 - Low,"in playground area, north side of park",2800 S SACRAMENTO,2,4/13/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
966,LA VILLITA,La Villita  #2 - High,"middle of park, south of 28th street",2800 S SACRAMENTO,2,4/14/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
967,LA VILLITA,La Villita  #2 - Low,"middle of park, south of 28th street",2800 S SACRAMENTO,2,4/14/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
968,LA VILLITA,La Villita  #3 - High,south end of park behind baseball diamond,2800 S SACRAMENTO,2,4/14/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
969,LA VILLITA,La Villita  #3 - Middle,south end of park behind baseball diamond,2800 S SACRAMENTO,2,4/14/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
970,LA VILLITA,La Villita  #3 - Low,south end of park behind baseball diamond,2800 S SACRAMENTO,2,4/14/17,,,,,,,,,0.12,,,41.88964985,-87.70089385
971,LAKE SHORE,Lake Shore #1 - High,"northwest corner, north of tennis courts, west of baseball diamond",808 N LAKE SHORE DR,2,4/17/17,,,,,,,,,2,,,41.89717545,-87.61788657
972,LAKE SHORE,Lake Shore #1 - Low,"northwest corner, north of tennis courts, west of baseball diamond",808 N LAKE SHORE DR,2,4/17/17,,,,,,,,,2.1,,,41.89717545,-87.61788657
973,LAKE SHORE,Lake Shore #2 - High,"southeast corner, inside track",808 N LAKE SHORE DR,2,4/17/17,,,,,,,,,2,,,41.89717545,-87.61788657
974,LAKE SHORE,Lake Shore #2 - Middle,"southeast corner, inside track",808 N LAKE SHORE DR,2,4/17/17,,,,,,,,,2,,,41.89717545,-87.61788657
975,LAKE SHORE,Lake Shore #2 - Low,"southeast corner, inside track",808 N LAKE SHORE DR,2,4/17/17,,,,,,,,,2,,,41.89717545,-87.61788657
976,LAMB (HAROLD),Lamb  #1,east of basketball court,1400 W 109TH ST,5.09,4/17/17,,,45.4,6/14/17,,,,,41.8,72,96,41.6954401,-87.6825475
977,LANE (GEORGE) BEACH,Lane Beach #1 - High,at thorndale entrance,5915 N SHERIDAN RD,3.15,4/15/17,,,3.37,6/3/17,5,7/20/17,,,15,13,3.6,42.0055568,-87.6609295
978,LANE (GEORGE) BEACH,Lane Beach #1 - Middle,at thorndale entrance,5915 N SHERIDAN RD,3.22,4/15/17,,,3.19,6/3/17,,,,,12,,,42.0055568,-87.6609295
979,LANE (GEORGE) BEACH,Lane Beach #1 - Low,at thorndale entrance,5915 N SHERIDAN RD,3.14,4/15/17,,,2.7,6/3/17,,,,,8.5,,,42.0055568,-87.6609295
980,LANGDON (MARY MARGARET),Langdon  #1,at entrance on albion,1754 W ALBION AVE,2,4/25/17,,,4.03,7/13/17,,,,,20,15,2.7,42.0025492,-87.6616415
981,LANGLEY,Langley  #1 - High,middle of track on lanely,11255 S. LANGLEY AVE,2,5/9/17,,,,,,,,,4.61,,,41.8222417,-87.6097953
982,LANGLEY,Langley  #1 - Low,middle of track on lanely,11255 S. LANGLEY AVE,2,5/9/17,,,,,,,,,5.82,,,41.8222417,-87.6097953
983,LANGLEY,Langley  #2 - High,playground,11255 S. LANGLEY AVE,56.4,5/9/17,3.02,5/26/17,4.41,8/4/17,,,,,6.05,,,41.8222417,-87.6097953
984,LANGLEY,Langley  #2 - Middle,playground,11255 S. LANGLEY AVE,16.2,5/9/17,6.12,5/26/17,4.5,8/4/17,,,,,6.1,,,41.8222417,-87.6097953
985,LANGLEY,Langley  #2 - Low,playground,11255 S. LANGLEY AVE,8.27,5/9/17,6.04,5/26/17,4.65,8/4/17,,,,,6.7,,,41.8222417,-87.6097953
986,LAWLER (MICHAEL),Lawler  #1 - High,near 63rd and leamington entrance,5210 W 64TH ST,7.08,4/3/17,,,20.4,6/28/17,,,,,42.1,59.3,15.9,41.7767312,-87.75180076
987,LAWLER (MICHAEL),Lawler  #1 - Low,near 63rd and leamington entrance,5210 W 64TH ST,7.42,4/3/17,,,20,6/28/17,,,,,44.8,59.4,11.2,41.7767312,-87.75180076
988,LAWLER (MICHAEL),Lawler  #2 - High,playground,5210 W 64TH ST,2,4/3/17,,,,,,,,,0.807,,,41.7767312,-87.75180076
989,LAWLER (MICHAEL),Lawler  #2 - Middle,playground,5210 W 64TH ST,2,4/3/17,,,,,,,,,0.708,,,41.7767312,-87.75180076
990,LAWLER (MICHAEL),Lawler  #2 - Low,playground,5210 W 64TH ST,2,4/3/17,,,,,,,,,0.54,,,41.7767312,-87.75180076
991,LAZARUS (EMMA),Lazarus  #1,at entrance on columbia,1257 W COLUMBIA AVE,4.83,4/25/17,,,67.3,7/12/17,,,,,120,180,80,42.0044635,-87.6657034
992,LE CLAIRE COURTS - HEARST COMM. CTR,Le Claire Courts  #1,northeast of fieldhouse,5116 W 44TH ST,2,4/24/17,,,,,,,,,1.38,,,41.8129748,-87.7524685
993,LE CLAIRE COURTS - HEARST COMM. CTR,Le Claire Courts  #2,east end of park near walking path,5116 W 44TH ST,2,4/24/17,2,5/23/17,2,6/9/17,,,,,65.8,,,41.8129748,-87.7524685
994,LE CLAIRE COURTS - HEARST COMM. CTR,Le Claire Courts  #3,tennis court,5116 W 44TH ST,3.78,4/24/17,,,,,,,,,7.71,,,41.8129748,-87.7524685
995,LEE (JOHN),Lee  #1 - High,near entrance on lawndale,3700 W 87TH ST,2.52,4/3/17,,,,,,,,,6.52,,,41.7359681,-87.6512611
996,LEE (JOHN),Lee  #1 - Low,near entrance on lawndale,3700 W 87TH ST,2.57,4/3/17,,,,,,,,,6.83,,,41.7359681,-87.6512611
997,LEGION,Legion  #1,"east of river, south of playlot, at thorndale entrance",3100 W BRYN MAWR AVE,21.9,4/14/17,6.15,5/24/17,50.3,8/8/17,9,7/6/17,29,8/8/17,118,130,110,41.9830141,-87.7141191
998,LEGION,Legion  #2,"west of river, at ardmore entrance",3100 W BRYN MAWR AVE,2,4/14/17,,,88.4,8/8/17,52,8/8/17,,,88.2,51,4.1,41.9830141,-87.7141191
999,LEGION,Legion  #3,"east of river, south of ardmore entrance",3100 W BRYN MAWR AVE,27.9,4/14/17,36.3,5/3/17,26,7/18/17,,,,,12.6,,,41.9830141,-87.7141191
1000,LEGION,Legion  #4,"east of river, between playlot and hollywood entrance",3100 W BRYN MAWR AVE,8.41,4/14/17,,,13.6,8/8/17,7,8/8/17,,,101,12,11,41.9830141,-87.7141191
1001,LEGION,Legion  #5,"east of river, north of catalpa entrance by playlot",3100 W BRYN MAWR AVE,15.4,4/14/17,6.29,5/24/17,37.7,8/8/17,3,7/6/17,18,8/8/17,73.9,69,75,41.9830141,-87.7141191
1002,LEGION,Legion  #6,"east of river, north of balmoral entrance",3100 W BRYN MAWR AVE,23.1,4/14/17,3.78,5/24/17,33.9,8/8/17,6,7/6/17,20,8/8/17,91.7,97,81,41.9830141,-87.7141191
1003,LEONE (SAM) BEACH,Leone Beach  #1,"on touhy, south of beach house",1222 W TOUHY AVE,2,4/15/17,,,6.63,6/3/17,2,7/20/17,,,18,,,42.0119853,-87.7801313
1004,LERNER (LEO),Lerner  #1,west of playlot on path,7000 N SACRAMENTO AVE,2,4/12/17,,,,,,,,,1.67,,,41.9343117,-87.7025779
1005,LERNER (LEO),Lerner  #2,north of playlot,7000 N SACRAMENTO AVE,2,4/12/17,,,,,,,,,1.09,,,41.9343117,-87.7025779
1006,LERNER (LEO),Lerner  #3,by tennis court - south,7000 N SACRAMENTO AVE,2,4/12/17,,,,,,,,,5.71,,,41.9343117,-87.7025779
1007,LERNER (LEO),Lerner  #4,west of tennis court on path,7000 N SACRAMENTO AVE,2,4/12/17,,,,,,,,,1.46,,,41.9343117,-87.7025779
1008,LEVIN (JOHN),Levin  #1,"center of park, where playground path and baseball diamond path converge",5458 W KINZIE PARKWAY,9.62,4/7/17,,,,,,,,,0.21,,,41.8874279,-87.67583543
1009,LIMAS (JULIANN HOPE),Limas  #1,south of entrance,2410 S TRUMBULL AVE,3.93,4/13/17,,,24.7,7/22/17,,,,,27.7,16,10,41.8519012,-87.7111317
1010,LINCOLN (ABRAHAM),Lincoln  #1 - High,"west of lsd, hollywood and lsd playground",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1011,LINCOLN (ABRAHAM),Lincoln  #1 - Low,"west of lsd, hollywood and lsd playground",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1012,LINCOLN (ABRAHAM),Lincoln  #2,"west of lsd, bryn mawr and lsd - south of playground",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1013,LINCOLN (ABRAHAM),Lincoln  #3,"west of lsd, path triangle ""meadows""",2045 N LINCOLN PARK WEST,2.87,4/8/17,,,,,,,,,8.6,,,41.9196663,-87.63585178
1014,LINCOLN (ABRAHAM),Lincoln  #4,"west of lsd, foster and marine at intersection",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,3.2,,,41.9196663,-87.63585178
1015,LINCOLN (ABRAHAM),Lincoln  #5,"west of lsd, path triangle, 100 yards north of margate fieldhouse",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1016,LINCOLN (ABRAHAM),Lincoln  #6 - High,"west of lsd, playground at margate fieldhouse, east side of building",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1017,LINCOLN (ABRAHAM),Lincoln  #6 - Low,"west of lsd, playground at margate fieldhouse, east side of building",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1018,LINCOLN (ABRAHAM),Lincoln  #7,"west of lsd, margate dog park",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1019,LINCOLN (ABRAHAM),Lincoln  #8 - Dog,"west of lsd, margate dog park",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1020,LINCOLN (ABRAHAM),Lincoln  #9,"west of lsd, southeast corner of lawrence and marine",2045 N LINCOLN PARK WEST,3.04,4/11/17,,,13.6,6/6/17,32,7/17/17,,,95,70,16,41.9196663,-87.63585178
1021,LINCOLN (ABRAHAM),Lincoln  #10,"west of lsd, northeast corner of wilson and marine",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,4.2,,,41.9196663,-87.63585178
1022,LINCOLN (ABRAHAM),Lincoln  #11 - High,"west of lsd, montrose and clarendon dog park",2045 N LINCOLN PARK WEST,6.63,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1023,LINCOLN (ABRAHAM),Lincoln  #11 - Middle,"west of lsd, montrose and clarendon dog park",2045 N LINCOLN PARK WEST,7.77,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1024,LINCOLN (ABRAHAM),Lincoln  #11 - Low,"west of lsd, montrose and clarendon dog park",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2.9,,,41.9196663,-87.63585178
1025,LINCOLN (ABRAHAM),Lincoln #12 - High,"west of lsd, west entrance to buena underpass, peace garden",2045 N LINCOLN PARK WEST,2,4/11/17,,,2.13,6/6/17,4,7/17/17,,,16,2.1,2.2,41.9196663,-87.63585178
1026,LINCOLN (ABRAHAM),Lincoln #12 - Low,"west of lsd, west entrance to buena underpass, peace garden",2045 N LINCOLN PARK WEST,2,4/11/17,,,3.06,6/6/17,,,,,,,,41.9196663,-87.63585178
1027,LINCOLN (ABRAHAM),Lincoln  #13,"west of lsd, belmont lsd ramp, tescler playlot",2045 N LINCOLN PARK WEST,2,4/11/17,,,,,,,,,2,,,41.9196663,-87.63585178
1028,LINCOLN (ABRAHAM),Lincoln  #14,"west of lsd, altgeld monument",2045 N LINCOLN PARK WEST,8.34,8/5/17,,,,,,,,,,,,41.9196663,-87.63585178
1029,LINCOLN (ABRAHAM),Lincoln  #15 - North,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1030,LINCOLN (ABRAHAM),Lincoln  #15 - East,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1031,LINCOLN (ABRAHAM),Lincoln  #15 - South,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1032,LINCOLN (ABRAHAM),Lincoln  #15 - West,"west of lsd, playground at north pond",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1033,LINCOLN (ABRAHAM),Lincoln  #16,"west of lsd, bridge path west side of diversy harbor",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1034,LINCOLN (ABRAHAM),Lincoln  #17 - High,"west of lsd, stockton entrance to north pond, near gazebo",2045 N LINCOLN PARK WEST,2,5/19/17,,,2,6/6/17,2,7/17/17,,,,,,41.9196663,-87.63585178
1035,LINCOLN (ABRAHAM),Lincoln  #17 - Low,"west of lsd, stockton entrance to north pond, near gazebo",2045 N LINCOLN PARK WEST,2,5/19/17,,,,,,,,,,,,41.9196663,-87.63585178
1036,LINCOLN (ABRAHAM),Lincoln  #18 - High,"west of lsd, fullerton and cannon, west of lift station",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1037,LINCOLN (ABRAHAM),Lincoln  #18 - Low,"west of lsd, fullerton and cannon, west of lift station",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1038,LINCOLN (ABRAHAM),Lincoln  #19,"west of lsd, fullerton, south tip of north pond",2045 N LINCOLN PARK WEST,2.55,4/14/17,,,,,,,,,14,,,41.9196663,-87.63585178
1039,LINCOLN (ABRAHAM),Lincoln  #20 - North,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2,4/14/17,,,,,,,,,2.7,,,41.9196663,-87.63585178
1040,LINCOLN (ABRAHAM),Lincoln  #20 - East,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2,4/14/17,,,,,,,,,2.4,,,41.9196663,-87.63585178
1041,LINCOLN (ABRAHAM),Lincoln  #20 - South,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2,4/14/17,,,,,,,,,2.1,,,41.9196663,-87.63585178
1042,LINCOLN (ABRAHAM),Lincoln  #20 - West,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2,4/14/17,,,,,,,,,2.8,,,41.9196663,-87.63585178
1043,LINCOLN (ABRAHAM),Lincoln  #21,"west of lsd, fullerton, between stockton and lincoln park west",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,13,,,41.9196663,-87.63585178
1044,LINCOLN (ABRAHAM),Lincoln  #22,"west of lsd, south of conservatory, north of bates fountain",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,2,7/17/17,,,39,7,3.4,41.9196663,-87.63585178
1045,LINCOLN (ABRAHAM),Lincoln  #23,"west of lsd, west of south lagoon, east of zoo power house",2045 N LINCOLN PARK WEST,2.27,4/13/17,,,2,6/6/17,2,7/17/17,,,140,31,8.4,41.9196663,-87.63585178
1046,LINCOLN (ABRAHAM),Lincoln  #24,"west of lsd, cummins playlot",2045 N LINCOLN PARK WEST,,,,,,,,,,,2,,,41.9196663,-87.63585178
1047,LINCOLN (ABRAHAM),Lincoln  #25 - North,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,,,,,16,2,2,41.9196663,-87.63585178
1048,LINCOLN (ABRAHAM),Lincoln  #25 - East,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,,,,,,,,41.9196663,-87.63585178
1049,LINCOLN (ABRAHAM),Lincoln #25 - South,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,,,,,,,,41.9196663,-87.63585178
1050,LINCOLN (ABRAHAM),Lincoln #25 - West,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,,,,,,,,41.9196663,-87.63585178
1051,LINCOLN (ABRAHAM),Lincoln  #26,"west of lsd, clark street entrance to cultural center",2045 N LINCOLN PARK WEST,2.18,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1052,LINCOLN (ABRAHAM),Lincoln  #27 - North,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,,,,,12,,,41.9196663,-87.63585178
1053,LINCOLN (ABRAHAM),Lincoln  #27 - East,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2,4/13/17,,,5.11,6/6/17,,,,,20,3,2.9,41.9196663,-87.63585178
1054,LINCOLN (ABRAHAM),Lincoln  #27 - South,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2,4/13/17,,,2.79,6/6/17,,,,,15,2.7,2.5,41.9196663,-87.63585178
1055,LINCOLN (ABRAHAM),Lincoln  #27 - West,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2,4/13/17,,,2,6/6/17,,,,,11,,,41.9196663,-87.63585178
1056,LINCOLN (ABRAHAM),Lincoln  #28,"west of lsd, shakespeare garden, south end of south pond",2045 N LINCOLN PARK WEST,2,6/22/17,,,8.22,8/5/17,,,,,,,,41.9196663,-87.63585178
1057,LINCOLN (ABRAHAM),Lincoln  #30,"west of lsd, south field at passerrelle",2045 N LINCOLN PARK WEST,2,4/10/17,,,,,,,,,2,,,41.9196663,-87.63585178
1058,LINCOLN (ABRAHAM),Lincoln  #31 - High,"west of lsd, south field , north of fieldhouse",2045 N LINCOLN PARK WEST,2,4/10/17,,,,,,,,,2,,,41.9196663,-87.63585178
1059,LINCOLN (ABRAHAM),Lincoln  #31 - Middle,"west of lsd, south field , north of fieldhouse",2045 N LINCOLN PARK WEST,2,4/10/17,,,,,,,,,,,,41.9196663,-87.63585178
1060,LINCOLN (ABRAHAM),Lincoln  #31 - Low,"west of lsd, south field , north of fieldhouse",2045 N LINCOLN PARK WEST,2,4/10/17,,,,,,,,,2,,,41.9196663,-87.63585178
1061,LINCOLN (ABRAHAM),Lincoln  #32 - North,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2,4/10/17,,,2,6/6/17,,,,,2.8,,,41.9196663,-87.63585178
1062,LINCOLN (ABRAHAM),Lincoln  #32 - East,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2,4/10/17,,,2,6/6/17,,,,,24,2,2,41.9196663,-87.63585178
1063,LINCOLN (ABRAHAM),Lincoln  #32 - South,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2,4/10/17,,,2,6/6/17,,,,,3.7,,,41.9196663,-87.63585178
1064,LINCOLN (ABRAHAM),Lincoln  #32 - West,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2,4/10/17,,,2,6/6/17,,,,,3.7,,,41.9196663,-87.63585178
1065,LINCOLN (ABRAHAM),Lincoln  #33,"west of lsd, south fieldhouse, south entrance at ball field",2045 N LINCOLN PARK WEST,20.9,4/10/17,2,5/22/17,284,8/5/17,,,,,110,150,41,41.9196663,-87.63585178
1066,LINCOLN (ABRAHAM),Lincoln  #34 - North,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.55,4/5/17,,,5.9,6/6/17,,,,,15,530,9.9,41.9196663,-87.63585178
1067,LINCOLN (ABRAHAM),Lincoln  #34 - East,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.75,4/5/17,,,6.05,6/6/17,,,,,18,410,10,41.9196663,-87.63585178
1068,LINCOLN (ABRAHAM),Lincoln  #34 - South,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.94,4/5/17,,,6.82,6/6/17,,,,,14,,,41.9196663,-87.63585178
1069,LINCOLN (ABRAHAM),Lincoln  #34 - West,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.12,4/5/17,,,5.92,6/6/17,,,,,15,260,11,41.9196663,-87.63585178
1070,LINCOLN (ABRAHAM),Lincoln  #35 - North,"east of lsd, at oak street beach",2045 N LINCOLN PARK WEST,2.36,4/5/17,,,2.58,6/6/17,,,,,4.2,,,41.9196663,-87.63585178
1071,LINCOLN (ABRAHAM),Lincoln  #35 - East,"east of lsd, at oak street beach",2045 N LINCOLN PARK WEST,,,,,2,6/6/17,,,,,,,,41.9196663,-87.63585178
1072,LINCOLN (ABRAHAM),Lincoln  #35 - South,"east of lsd, at oak street beach",2045 N LINCOLN PARK WEST,2,4/5/17,,,11.4,6/6/17,,,,,,,,41.9196663,-87.63585178
1073,LINCOLN (ABRAHAM),Lincoln  #35 - West,"east of lsd, at oak, near oak street beach",2045 N LINCOLN PARK WEST,,,,,2.06,6/6/17,,,,,,,,41.9196663,-87.63585178
1074,LINCOLN (ABRAHAM),Lincoln  #36 - North,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,11,,,41.9196663,-87.63585178
1075,LINCOLN (ABRAHAM),Lincoln  #36 - East,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,9.6,,,41.9196663,-87.63585178
1076,LINCOLN (ABRAHAM),Lincoln  #36 - South,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,11,,,41.9196663,-87.63585178
1077,LINCOLN (ABRAHAM),Lincoln  #36 - West,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,9.7,,,41.9196663,-87.63585178
1078,LINCOLN (ABRAHAM),Lincoln  #37,"east of lsd, at division, near oak street beach",2045 N LINCOLN PARK WEST,8.01,4/5/17,,,16.2,6/6/17,,,,,36,12,12,41.9196663,-87.63585178
1079,LINCOLN (ABRAHAM),Lincoln  #38,"east of lsd, at goethe, near oak street beach",2045 N LINCOLN PARK WEST,4330,4/5/17,13.8,5/23/17,,,,,,,22,20,21,41.9196663,-87.63585178
1080,LINCOLN (ABRAHAM),Lincoln  #39 - North,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1081,LINCOLN (ABRAHAM),Lincoln  #39 - East,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1082,LINCOLN (ABRAHAM),Lincoln  #39 - South,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1083,LINCOLN (ABRAHAM),Lincoln  #39 - West,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1084,LINCOLN (ABRAHAM),Lincoln  #40,"east of lsd, nab beach house, northwest restroom",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1085,LINCOLN (ABRAHAM),Lincoln  #41,"east of lsd, nab beach house, sw women's restroom",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1086,LINCOLN (ABRAHAM),Lincoln  #42,"east of lsd, nab beach house, sw men's restroom",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1087,LINCOLN (ABRAHAM),Lincoln  #43,"east os lsd, nab beach house, se men's restroom",2045 N LINCOLN PARK WEST,2,4/8/17,,,,,,,,,2,,,41.9196663,-87.63585178
1088,LINCOLN (ABRAHAM),Lincoln  #44,"east of lsd, nab beach house, se women's restroom",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1089,LINCOLN (ABRAHAM),Lincoln  #45,"east of lsd, nab beach house, east women's restroom",2045 N LINCOLN PARK WEST,,,,,,,,,,,,,,41.9196663,-87.63585178
1090,LINCOLN (ABRAHAM),Lincoln  #46,"east of lsd, nab beach house, east men's restroom",2045 N LINCOLN PARK WEST,2,4/13/17,,,,,,,,,2,,,41.9196663,-87.63585178
1091,LINCOLN (ABRAHAM),Lincoln  #47 - North,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1092,LINCOLN (ABRAHAM),Lincoln  #47 - East,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1093,LINCOLN (ABRAHAM),Lincoln  #47 - South,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1094,LINCOLN (ABRAHAM),Lincoln  #47 - West,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1095,LINCOLN (ABRAHAM),Lincoln  #48,"east of lsd, at armitage, near north ave. beach",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2.7,,,41.9196663,-87.63585178
