,park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,lat,lon
145,BRANDS,Brands  #2 - High,northwestof playground,3285 N ELSTON AVE,2,4/18/17,,,,,,,,,2.11,,,41.94134665,-87.70028375
146,BRANDS,Brands  #2 - Middle,northwestof playground,3285 N ELSTON AVE,2,4/18/17,,,,,,,,,2.19,,,41.94134665,-87.70028375
147,BRANDS,Brands  #2 - Low,northwestof playground,3285 N ELSTON AVE,2,4/18/17,,,,,,,,,2.08,,,41.94134665,-87.70028375
148,BRANDS,Brands  #3,at southern entrance to park on elston,3285 N ELSTON AVE,6.11,4/18/17,,,135,6/26/17,,,,,27.8,21,4.7,41.94134665,-87.70028375
149,BRIGHTON,Brighton  #1 - High,"east side of park, east of path in center between play lot and basketball court",3501 S RICHMOND ST,12.1,4/15/17,,,,,,,,,12,,,41.8082324,-87.6978774
150,BRIGHTON,Brighton  #1 - Middle,"east side of park, east of path in center between play lot and basketball court",3501 S RICHMOND ST,11.9,4/15/17,,,,,,,,,13,,,41.8082324,-87.6978774
151,BRIGHTON,Brighton  #1 - Low,"east side of park, east of path in center between play lot and basketball court",3501 S RICHMOND ST,12,4/15/17,,,,,,,,,11.8,,,41.8082324,-87.6978774
152,BROMANN (CHARLES),Bromann  #1 - High,at entrance on balmoral,5400 N BROADWAY,2,4/24/17,,,,,,,,,2,,,41.9872723,-87.6601903
153,BROMANN (CHARLES),Bromann  #1 - Middle,at entrance on balmoral,5400 N BROADWAY,2,4/24/17,,,,,,,,,2,,,41.9872723,-87.6601903
154,BROMANN (CHARLES),Bromann  #1 - Low,at entrance on balmoral,5400 N BROADWAY,2,4/24/17,,,,,,,,,2,,,41.9872723,-87.6601903
155,BRONCHO BILLY,Broncho Billy #1 - High,center of park,4437 N MAGNOLIA AVE,2,5/1/17,,,,,,,,,4.1,,,41.9889745,-87.6615164
156,BRONCHO BILLY,Broncho Billy #1 - Low,center of park,4437 N MAGNOLIA AVE,2,5/1/17,,,,,,,,,2,,,41.9889745,-87.6615164
157,BROOKS (GWENDOLYN),Brooks (Gwendolyn)  #1 - High,"northeast corner of park, on greenwood",4542 S GREENWOOD AVE,2,5/1/17,,,,,,,,,8.1,,,41.7593703,-87.5981078
158,BROOKS (GWENDOLYN),Brooks (Gwendolyn)  #1 - Low,"northeast corner of park, on greenwood",4542 S GREENWOOD AVE,2,5/1/17,,,,,,,,,8.7,,,41.7593703,-87.5981078
159,BROOKS (OSCAR),Brooks (Oscar)  #1 - High,"on driveway, in front of fieldhouse, on harlem",7100 N HARLEM AVE,138,4/4/17,2,6/8/17,,,,,,,145,58.2,3.57,42.00987945,-87.80728237
160,BROOKS (OSCAR),Brooks (Oscar)  #1 - Low,"on driveway, in front of fieldhouse, on harlem",7100 N HARLEM AVE,349,4/4/17,2,6/8/17,,,,,,,83,58,3.55,42.00987945,-87.80728237
161,BROOKS (OSCAR),Brooks (Oscar)  #2,"west side of park, on path",7100 N HARLEM AVE,2,4/4/17,,,12.4,8/5/17,,,,,46.5,20.5,2.6,42.00987945,-87.80728237
162,BROWN (SIDNEY) MEML.,Brown Meml.  #1,north of spray pool,634 E 86TH ST,2,4/14/17,,,108,6/30/17,,,,,41.6,35,4.8,41.7384076,-87.609062
163,BROWN (SIDNEY) MEML.,Brown Meml.  #2,"behind south diamond, on path",634 E 86TH ST,44.1,4/14/17,5.43,5/26/17,6.86,8/5/17,,,,,76.2,70,76,41.7384076,-87.609062
164,BRYNFORD,Brynford  #1 - High,at entrance on pulaski,5640 N PULASKI RD,2,4/13/17,,,,,,,,,3.91,,,41.96735,-87.7279949
165,BRYNFORD,Brynford #1 - Low,at entrance on pulaski,5640 N PULASKI RD,2,4/13/17,,,,,,,,,3.96,,,41.96735,-87.7279949
166,BUENA CIRCLE,Buena Circle  #1 - High,center of park,1049  W BUENA,7.62,5/3/17,,,40.9,8/4/17,,,,,,,,18.4172472,-68.9756563
167,BUENA CIRCLE,Buena Circle  #1 - Low,center of park,1049  W BUENA,7.97,5/3/17,,,83,8/4/17,,,,,,,,18.4172472,-68.9756563
168,BURNHAM (DANIEL),Burnham  #1 - High,"on mcfetridge, near soldier memorial statue",425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
169,BURNHAM (DANIEL),Burnham  #1 - Low,"on mcfetridge, near soldier memorial statue",425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
170,BURNHAM (DANIEL),Burnham  #2 - High,children's garden entrance,425 E MCFETRIDGE DR,2.09,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
171,BURNHAM (DANIEL),Burnham  #2 - Middle,children's garden entrance,425 E MCFETRIDGE DR,2.39,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
172,BURNHAM (DANIEL),Burnham  #2 - Low,children's garden entrance,425 E MCFETRIDGE DR,2.46,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
173,BURNHAM (DANIEL),Burnham  #3 - High,soldier field gate 28,425 E MCFETRIDGE DR,3.87,4/4/17,,,,,,,,,2.4,,,41.86215935,-87.61667733
174,BURNHAM (DANIEL),Burnham  #3 - Low,soldier field gate 29,425 E MCFETRIDGE DR,3.84,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
175,BURNHAM (DANIEL),Burnham  #4 - High,"burnham harbor dock, gate e, on path",425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
176,BURNHAM (DANIEL),Burnham  #4 - Low,"burnham harbor dock, gate e, on path",425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
177,BURNHAM (DANIEL),Burnham  #5 - High,soldier field gate 14,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
178,BURNHAM (DANIEL),Burnham  #5 - Low,soldier field gate 15,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
179,BURNHAM (DANIEL),Burnham  #6 - High,south of soldier field in underpass,425 E MCFETRIDGE DR,,,,,,,,,,,2,,,41.86215935,-87.61667733
180,BURNHAM (DANIEL),Burnham  #6 - Low,south of soldier field in underpass,425 E MCFETRIDGE DR,,,,,,,,,,,2,,,41.86215935,-87.61667733
181,BURNHAM (DANIEL),Burnham  #7 - High,"north side of waldron, on path",425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
182,BURNHAM (DANIEL),Burnham  #7 - Low,"north side of waldron, on path",425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
183,BURNHAM (DANIEL),Burnham  #8 - High,south side of sledding hill,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
184,BURNHAM (DANIEL),Burnham  #8 - Low,south side of sledding hill,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
185,BURNHAM (DANIEL),Burnham  #9,"north end of mccormick place, by waterfall, on path",425 E MCFETRIDGE DR,137,4/4/17,2,5/30/17,13.4,8/5/17,2,7/12/17,,,24,25,5,41.86215935,-87.61667733
186,BURNHAM (DANIEL),Burnham  #10,"south end of mccormick place by waterfall, on path",425 E MCFETRIDGE DR,2.97,4/4/17,,,,,,,,,2.8,,,41.86215935,-87.61667733
187,BURNHAM (DANIEL),Burnham  #11,"firefighter memorial, south, on path",425 E MCFETRIDGE DR,17.2,4/5/17,2.42,5/23/17,37.1,8/5/17,6,7/12/17,,,60,110,68,41.86215935,-87.61667733
188,BURNHAM (DANIEL),Burnham  #12 - High,31st street beachhouse,425 E MCFETRIDGE DR,2,4/17/17,,,,,,,,,2,,,41.86215935,-87.61667733
189,BURNHAM (DANIEL),Burnham  #12 - Low,31st street beachhouse,425 E MCFETRIDGE DR,2,4/17/17,,,,,,,,,2,,,41.86215935,-87.61667733
190,BURNHAM (DANIEL),Burnham  #13 - High,on 31st harbor building,425 E MCFETRIDGE DR,2,4/17/17,,,,,,,,,2,,,41.86215935,-87.61667733
191,BURNHAM (DANIEL),Burnham  #13 - Low,on 31st harbor building,425 E MCFETRIDGE DR,2,4/17/17,,,,,,,,,2,,,41.86215935,-87.61667733
192,BURNHAM (DANIEL),Burnham  #14 - High,31st street skatepark,425 E MCFETRIDGE DR,2,6/1/17,,,,,,,,,2,,,41.86215935,-87.61667733
193,BURNHAM (DANIEL),Burnham  #14 - Low,32nd street skatepark,425 E MCFETRIDGE DR,2,6/1/17,,,,,,,,,2,,,41.86215935,-87.61667733
194,BURNHAM (DANIEL),Burnham  #15 - High,south of 41st street beach house,425 E MCFETRIDGE DR,2,4/21/17,,,,,,,,,2,,,41.86215935,-87.61667733
195,BURNHAM (DANIEL),Burnham  #15 - Low,south of 41st street beach house,425 E MCFETRIDGE DR,2,4/21/17,,,,,,,,,2,,,41.86215935,-87.61667733
196,BURNHAM (DANIEL),Burnham  #15 - Dog,south of 41st street beach house,425 E MCFETRIDGE DR,2,4/21/17,,,,,,,,,2,,,41.86215935,-87.61667733
197,BURNHAM (DANIEL),Burnham  #16 - High,west of 41st street beachhouse on path,425 E MCFETRIDGE DR,2,4/5/17,,,,,,,,,2,,,41.86215935,-87.61667733
198,BURNHAM (DANIEL),Burnham  #16 - Low,west of 41st street beachhouse on path,425 E MCFETRIDGE DR,2,4/5/17,,,,,,,,,2,,,41.86215935,-87.61667733
199,BURNHAM (DANIEL),Burnham  #17,"42nd street, on path, by basketball courts",425 E MCFETRIDGE DR,8.42,4/6/17,,,,,,,,,2,,,41.86215935,-87.61667733
200,BURNHAM (DANIEL),Burnham  #18,43rd street comfort station,425 E MCFETRIDGE DR,2,4/6/17,,,,,,,,,2,,,41.86215935,-87.61667733
201,BURNHAM (DANIEL),Burnham  #19 - High,44th street on bike path,425 E MCFETRIDGE DR,18.9,5/18/17,4.01,6/5/17,25.2,8/5/17,10,6/29/17,11,7/12/17,37,93,18,41.86215935,-87.61667733
202,BURNHAM (DANIEL),Burnham  #19 - Middle,45th street on bike path,425 E MCFETRIDGE DR,18.9,5/18/17,4,6/5/17,24.9,8/5/17,,,,,42,89,18,41.86215935,-87.61667733
203,BURNHAM (DANIEL),Burnham  #19 - Low,46th street on bike path,425 E MCFETRIDGE DR,17.8,5/18/17,4.11,6/5/17,27.6,8/5/17,,,,,40,89,18,41.86215935,-87.61667733
204,BURNHAM (DANIEL),Burnham  #20,"burnham playground, south of 47th, west of lsd",425 E MCFETRIDGE DR,3.08,4/7/17,,,,,,,,,2.5,,,41.86215935,-87.61667733
205,BURNHAM (DANIEL),Burnham  #21,"48th street, east of lsd, on path",425 E MCFETRIDGE DR,2,4/6/17,,,7.41,6/5/17,7,7/12/17,,,24,30,6,41.86215935,-87.61667733
206,BURNHAM (DANIEL),Burnham  #22,"west of lsd, south of 47th, on cornell to ballfield",425 E MCFETRIDGE DR,2,4/5/17,,,,,,,,,2,,,41.86215935,-87.61667733
207,BURNHAM (DANIEL),Burnham  #23,"south of 49th street comfort station, on path",425 E MCFETRIDGE DR,2,4/6/17,,,,,,,,,2,,,41.86215935,-87.61667733
208,BURNHAM (DANIEL),Burnham  #24,"51st street bridge, east of lsd",425 E MCFETRIDGE DR,44.8,4/6/17,14.5,5/23/17,46.8,8/5/17,,,,,21,53,5.9,41.86215935,-87.61667733
209,BURNHAM (DANIEL),Burnham  #25,"burnham playground at 54th, west of lsd",425 E MCFETRIDGE DR,2,4/5/17,,,,,,,,,2,,,41.86215935,-87.61667733
210,BURNHAM (DANIEL),Burnham  #26,"north side, on promontory point",425 E MCFETRIDGE DR,653,4/5/17,2,4/20/17,,,,,,,3.9,,,41.86215935,-87.61667733
211,BURNHAM (DANIEL),Burnham  #27 - North,"55th street, wallach fountain",425 E MCFETRIDGE DR,2,4/7/17,,,,,,,,,2,,,41.86215935,-87.61667733
212,BURNHAM (DANIEL),Burnham  #27 - East,"56th street, wallach fountain",425 E MCFETRIDGE DR,2,4/7/17,,,,,,,,,2,,,41.86215935,-87.61667733
213,BURNHAM (DANIEL),Burnham  #27 - South,"57th street, wallach fountain",425 E MCFETRIDGE DR,2,4/7/17,,,,,,,,,2,,,41.86215935,-87.61667733
214,BURNHAM (DANIEL),Burnham  #27 - Dog,"58th street, wallach fountain",425 E MCFETRIDGE DR,2,4/7/17,,,,,,,,,2,,,41.86215935,-87.61667733
215,BURNHAM (DANIEL),Burnham  #28 - High,"south side, on promontory point",425 E MCFETRIDGE DR,2,4/5/17,,,3.38,6/29/17,,,,,2,,,41.86215935,-87.61667733
216,BURNHAM (DANIEL),Burnham  #28 - Middle,"south side, on promontory point",425 E MCFETRIDGE DR,,,,,3.33,6/29/17,,,,,,,,41.86215935,-87.61667733
217,BURNHAM (DANIEL),Burnham  #28 - Low,"south side, on promontory point",425 E MCFETRIDGE DR,2,4/5/17,,,3.39,6/29/17,,,,,2,,,41.86215935,-87.61667733
218,BURNHAM (DANIEL),Burnham #29 - High,"on path, south of waldron, east of museum campus",425 E MCFETRIDGE DR,2,4/4/17,,,2,6/5/17,2,7/13/17,,,,,,41.86215935,-87.61667733
219,BURNHAM (DANIEL),Burnham #29 - Low,"on path, south of waldron, east of museum campus",425 E MCFETRIDGE DR,2,4/4/17,,,2,6/5/17,,,,,,,,41.86215935,-87.61667733
220,BURNHAM (DANIEL),Burnham #30 - High,southwest of soldier field gate 1,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
221,BURNHAM (DANIEL),Burnham #30 - Low,southwest of soldier field gate 1,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
222,BURNHAM (DANIEL),Burnham #31 - High,southeast of soldier field gate 1,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
223,BURNHAM (DANIEL),Burnham #31 - Low,southeast of soldier field gate 1,425 E MCFETRIDGE DR,2,4/4/17,,,,,,,,,2,,,41.86215935,-87.61667733
224,BURNSIDE (AMBROSE),Burnside  #1,"at sidewalk on greenwood, near playground",9400 S GREENWOOD AVE,2,5/2/17,,,,,,,,,2,,,41.7593703,-87.5981078
225,BURNSIDE (AMBROSE),Burnside  #2,east of center path near tennis courts,9400 S GREENWOOD AVE,2,5/2/17,,,,,,,,,3.3,,,41.7593703,-87.5981078
226,BURNSIDE (AMBROSE),Burnside  #3,"northwest corner of park, west of path",9400 S GREENWOOD AVE,2,5/2/17,,,,,,,,,7.4,,,41.7593703,-87.5981078
227,BUTTERCUP,Buttercup  #1 - High,near entrance on sheridan,4913 N SHERIDAN RD,2,4/24/17,,,,,,,,,2,,,42.0055568,-87.6609295
228,BUTTERCUP,Buttercup  #1 - Middle,near entrance on sheridan,4913 N SHERIDAN RD,2,4/24/17,,,,,,,,,2,,,42.0055568,-87.6609295
229,BUTTERCUP,Buttercup  #1 - Low,near entrance on sheridan,4913 N SHERIDAN RD,2,4/24/17,,,,,,,,,2,,,42.0055568,-87.6609295
230,BUTTERNUT,Butternut  #1 - High,between two play areas,5324 S WOODLAWN AVE,2,4/15/17,,,2,6/30/17,,,,,,,,41.7950705,-87.5965437
231,BUTTERNUT,Butternut  #1 - Low,between two play areas,5324 S WOODLAWN AVE,2,4/15/17,,,2,6/30/17,,,,,,,,41.7950705,-87.5965437
232,CALIFORNIA,California  #1 - High,behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,2,4/17/17,,,,,,,,,0.12,,,41.9446156,-87.6979797
233,CALIFORNIA,California  #1 - Middle,behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,2,4/17/17,,,,,,,,,0.12,,,41.9446156,-87.6979797
234,CALIFORNIA,California  #1 - Low,behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,2,4/17/17,,,,,,,,,0.12,,,41.9446156,-87.6979797
235,CALIFORNIA,California  #2 - High,on pool deck,3843 N CALIFORNIA AVE,2,5/31/17,,,,,,,,,0.137,,,41.9446156,-87.6979797
236,CALIFORNIA,California  #2 - Low,on pool deck,3843 N CALIFORNIA AVE,2,5/31/17,,,,,,,,,0.12,,,41.9446156,-87.6979797
237,CALIFORNIA,California  #3,beside pool locker rooms,3843 N CALIFORNIA AVE,9.97,5/31/17,,,30.3,8/15/17,,,,,29.5,18,9.4,41.9446156,-87.6979797
238,CALIFORNIA,California  #4,"at playground, west of tennis courts",3843 N CALIFORNIA AVE,2,4/15/17,,,89.1,6/24/17,,,,,,,,41.9446156,-87.6979797
239,CALIFORNIA,California  #5,nan,3843 N CALIFORNIA AVE,2,4/15/17,,,4.39,6/24/17,,,,,,,,41.9446156,-87.6979797
240,CALUMET,Calumet  #1,in service yard,9801 S AVENUE G,2,4/10/17,,,2,5/20/17,,,,,,,,41.7207484,-87.5264909
241,CALUMET,Calumet  #2,"on foreman, west of helopad entrance",9801 S AVENUE G,2,4/10/17,,,4.98,5/20/17,4,7/11/17,,,16,2,2,41.7207484,-87.5264909
242,CALUMET,Calumet  #3,across from service yard,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
243,CALUMET,Calumet  #4 - High,calumet comfort station,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
244,CALUMET,Calumet  #4 - Low,calumet comfort station,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
245,CALUMET,Calumet  #5,100 yards south of comfort station,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
246,CALUMET,Calumet  #6,north of fieldhouse on path,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
247,CALUMET,Calumet  #7,west side of fieldhouse,9801 S AVENUE G,6.44,4/10/17,,,,,,,,,7.2,,,41.7207484,-87.5264909
248,CALUMET,Calumet  #8,east side of fieldhouse,9801 S AVENUE G,2,4/10/17,,,,,,,,,9.2,,,41.7207484,-87.5264909
249,CALUMET,Calumet  #9,east of fieldhouse across street,9801 S AVENUE G,2,4/10/17,,,,,,,,,9.7,,,41.7207484,-87.5264909
250,CALUMET,Calumet  #10,northwest of coastguard on path,9801 S AVENUE G,2.1,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
251,CALUMET,Calumet  #11 - High,calumet playground,9801 S AVENUE G,5.96,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
252,CALUMET,Calumet  #11 - Low,calumet playground,9801 S AVENUE G,5.55,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
253,CALUMET,Calumet  #12,beach house,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
254,CALUMET,Calumet  #13,far south in right field in grass,9801 S AVENUE G,2,4/10/17,,,,,,,,,2,,,41.7207484,-87.5264909
255,CARMEN,Carmen  #1 - High,at entrance on carmen,1224 W CARMEN AVE,6.19,5/16/17,,,23.4,7/14/17,,,,,,,,41.9743763,-87.6675976
256,CARMEN,Carmen  #1 - Low,at entrance on carmen,1224 W CARMEN AVE,6.26,5/16/17,,,6.27,7/14/17,,,,,,,,41.9743763,-87.6675976
257,CARVER (GEORGE WASHINGTON),Carver #1,"near playground, west side of building, north end of pool deck",939 E 132ND ST,2,5/2/17,,,,,,,,,2,,,41.65518965,-87.59922124
258,CARVER (GEORGE WASHINGTON),Carver #2,southwest corner of pool deck,939 E 132ND ST,2,5/2/17,,,,,,,,,2,,,41.65518965,-87.59922124
259,CARVER (GEORGE WASHINGTON),Carver #3,"between north baseball diamonds, on 133rd",939 E 132ND ST,,,,,,,,,,,,,,41.65518965,-87.59922124
260,CARVER (GEORGE WASHINGTON),Carver #4,"at northeast park entrance, near 133rd and ellis",939 E 132ND ST,2,6/3/17,,,,,,,,,13,,,41.65518965,-87.59922124
261,CATALPA,Catalpa  #1,south of park entrance,4330 S KEDVALE AVE,12,4/21/17,,,,,,,,,5.49,,,41.81426575,-87.72795211
262,CEDAR,Cedar  #1 - High,at entrance on winthrop,5315 N WINTHROP AVE,4.78,4/25/17,,,,,,,,,2,,,41.9763558,-87.6578137
263,CEDAR,Cedar  #1 - Middle,at entrance on winthrop,5315 N WINTHROP AVE,2,4/25/17,,,,,,,,,2,,,41.9763558,-87.6578137
264,CEDAR,Cedar  #1 - Low,at entrance on winthrop,5315 N WINTHROP AVE,3.54,4/25/17,,,,,,,,,2,,,41.9763558,-87.6578137
265,CENTRAL,Central  #1 - High,west side of playground,721 N CENTRAL PARK AVE,4,7/7/17,,,2.67,8/12/17,,,,,2,,,41.9090852,-87.7167572
266,CENTRAL,Central  #1 - Low,west side of playground,721 N CENTRAL PARK AVE,4.03,7/7/17,,,5.19,8/12/17,,,,,2.28,,,41.9090852,-87.7167572
267,CHALLENGER,Challenger  #1 - High,at buena,1100 W IRVING PARK RD,2,5/1/17,,,,,,,,,2,,,41.9529108,-87.7872465
268,CHALLENGER,Challenger  #1 - Middle,at buena,1100 W IRVING PARK RD,2,5/1/17,,,,,,,,,2,,,41.9529108,-87.7872465
269,CHALLENGER,Challenger  #1 - Low,at buena,1100 W IRVING PARK RD,2,5/1/17,,,,,,,,,2,,,41.9529108,-87.7872465
270,CHASE (SALMON),Chase  #1 - High,on wall of filter room on pool deck,4701 N ASHLAND AV,2,5/31/17,,,,,,,,,2,,,41.9239545,-87.6681156
271,CHASE (SALMON),Chase  #1 - Low,on wall of filter room on pool deck,4701 N ASHLAND AV,2,5/31/17,,,,,,,,,2,,,41.9239545,-87.6681156
272,CHASE (SALMON),Chase  #2,south end of pool deck,4701 N ASHLAND AV,2,4/25/17,,,67,8/12/17,,,,,25,22,3.3,41.9239545,-87.6681156
273,CHASE (SALMON),Chase  #3,in garden,4701 N ASHLAND AV,10.5,4/25/17,,,,,,,,,11,,,41.9239545,-87.6681156
274,CHASE (SALMON),Chase  #4 - High,playground,4701 N ASHLAND AV,2,4/25/17,,,,,,,,,2,,,41.9239545,-87.6681156
275,CHASE (SALMON),Chase  #4 - Middle,playground,4701 N ASHLAND AV,2,4/25/17,,,,,,,,,2,,,41.9239545,-87.6681156
276,CHASE (SALMON),Chase  #4 - Low,playground,4701 N ASHLAND AV,2,4/25/17,,,,,,,,,2,,,41.9239545,-87.6681156
277,CHASE (SALMON),Chase  #5 - High,at clark and leland,4701 N ASHLAND AV,14.3,4/25/17,,,12.1,8/12/17,,,,,42,49,9.5,41.9239545,-87.6681156
278,CHASE (SALMON),Chase  #5 - Low,at clark and leland,4701 N ASHLAND AV,13.9,4/25/17,,,24.1,8/12/17,,,,,41,43,9.5,41.9239545,-87.6681156
279,CHESTNUT,Chestnut  #1 - High,between basketball court and playground,7005 S DANTE AVE,4.7,4/15/17,,,3.96,6/30/17,,,,,23.1,53,12,41.7541817,-87.5905977
280,CHESTNUT,Chestnut  #1 - Low,between basketball court and playground,7005 S DANTE AVE,4.86,4/15/17,,,3.91,6/30/17,,,,,23.5,57,11,41.7541817,-87.5905977
281,CHIPPEWA,Chippewa  #1,southwest of fieldhouse on path,6758 N SACRAMENTO AVE,2,4/12/17,,,,,,,,,0.522,,,42.00444405,-87.70493953
282,CHOPIN (FREDERIC),Chopin  #1,"northeast entrance of park, on path",3420 N LONG AVE,2,4/4/17,,,,,,,,,0.965,,,41.94319145,-87.76240576
283,CHOPIN (FREDERIC),Chopin  #2,"middle of park, on path, at linder",3420 N LONG AVE,2,4/4/17,,,,,,,,,5.2,,,41.94319145,-87.76240576
284,CHOPIN (FREDERIC),Chopin  #3,playground,3420 N LONG AVE,2,4/4/17,,,,,,,,,0.491,,,41.94319145,-87.76240576
285,CHOPIN (FREDERIC),Chopin  #4,on roscoe,3420 N LONG AVE,2,4/4/17,,,3.49,9/1/17,,,,,21.5,28.5,3.56,41.94319145,-87.76240576
286,CHURCHILL FIELD,Churchill Field #1 - High,"northwest corner of park, on damen",1825 N DAMEN AVE,2,4/21/17,,,,,,,,,2,,,41.8849773,-87.6767392
287,CHURCHILL FIELD,Churchill Field #1 - Middle,"northwest corner of park, on damen",1825 N DAMEN AVE,2,4/21/17,,,,,,,,,,,,41.8849773,-87.6767392
288,CHURCHILL FIELD,Churchill Field #1 - Low,"northwest corner of park, on damen",1825 N DAMEN AVE,2,4/21/17,,,,,,,,,2,,,41.8849773,-87.6767392
289,CHURCHILL FIELD,Churchill Field #2 - High,in dog friendly area,1825 N DAMEN AVE,2,4/21/17,,,,,,,,,2,,,41.8849773,-87.6767392
290,CHURCHILL FIELD,Churchill Field #2 - Middle,in dog friendly area,1825 N DAMEN AVE,2,4/21/17,,,,,,,,,2,,,41.8849773,-87.6767392
291,CHURCHILL FIELD,Churchill Field #2 - Low,in dog friendly area,1825 N DAMEN AVE,2,4/21/17,,,,,,,,,2,,,41.8849773,-87.6767392
292,CLAREMONT,Claremont  #1 - High,north of entrance,2342 W FLOURNOY ST,2,4/7/17,,,,,,,,,1.11,,,41.8718638,-87.7615082
293,CLAREMONT,Claremont  #1 - Middle,north of entrance,2342 W FLOURNOY ST,2,4/7/17,,,,,,,,,1.1,,,41.8718638,-87.7615082
294,CLAREMONT,Claremont  #1 - Low,north of entrance,2342 W FLOURNOY ST,2,4/7/17,,,,,,,,,0.893,,,41.8718638,-87.7615082
295,CLARENDON COMM. CTR.,Clarendon  #1,"northwest corner of park, on clarendon",4501 N CLARENDON AVE,2.42,4/22/17,,,,,,,,,2,,,41.963727,-87.64931536
296,CLARENDON COMM. CTR.,Clarendon  #2,"north side of fieldhouse on patio, behind baseball diamond",4501 N CLARENDON AVE,2.61,4/22/17,,,6.84,,,,,,45,75,14,41.963727,-87.64931536
297,CLARENDON COMM. CTR.,Clarendon  #3 - High,"clarendon dog park north of service yard, east of marine drive",4501 N CLARENDON AVE,2,4/22/17,,,,,,,,,2,,,41.963727,-87.64931536
298,CLARENDON COMM. CTR.,Clarendon  #3 - Low,"clarendon dog park north of service yard, east of marine drive",4501 N CLARENDON AVE,2,4/22/17,,,,,,,,,2,,,41.963727,-87.64931536
299,CLARENDON COMM. CTR.,Clarendon  #4 - High,northwest of playground,4501 N CLARENDON AVE,2,4/22/17,,,,,,,,,2,,,41.963727,-87.64931536
300,CLARENDON COMM. CTR.,Clarendon  #4 - Middle,northwest of playground,4501 N CLARENDON AVE,2,4/22/17,,,,,,,,,2,,,41.963727,-87.64931536
301,CLARENDON COMM. CTR.,Clarendon  #4 - Low,northwest of playground,4501 N CLARENDON AVE,2,4/22/17,,,,,,,,,2,,,41.963727,-87.64931536
302,CLARK (JOHN),Clark (John) #1,southeast side of fieldhouse,4615 W JACKSON BLVD,2,4/8/17,,,,,,,,,0.291,,,41.8767319,-87.74096707
303,CLARK (JOHN),Clark (John) #2,pool deck,4615 W JACKSON BLVD,7.56,7/22/17,,,,,,,,,,,,41.8767319,-87.74096707
304,CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #1 - High,3rd base line behind home,3400 N ROCKWELL AVE,2,4/18/17,,,,,,,,,0.12,,,42.01762,-87.6949158
305,CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #1 - Low,3rd base line behind home,3400 N ROCKWELL AVE,2,4/18/17,,,,,,,,,0.13,,,42.01762,-87.6949158
306,CLARK (RICHARD) - Kerry Wood,Clark (Richard)  #2 - High,1st base line behind home,3400 N ROCKWELL AVE,2,4/18/17,,,,,,,,,0.994,,,42.01762,-87.6949158
